"search_string"	"feilstaving_av"
"artikkler"	"artikler"
"artiktekt"	"arkitekt"
"artitekt"	"arktitekt"
"artitektur"	"arkitektur"
"artkitekt"	"arkitekt"
"asfalt arbeider"	"asfaltarbeider"
"asfalt legger"	"asfaltlegger"
"asfalttør"	"asfaltør"
"asfaltø"	"asfaltør"
"asflatør"	"asfaltør"
"asisstent"	"assistent"
"asistent"	"assistent"
"askjemegler"	"aksjemegler"
"aspirant ud"	"aspirant UD"
"assistantlærer"	"assistentlærer"
"assisten"	"assistent"
"assistent lege"	"assistentlege"
"assistent tannlege"	"assistenttannlege"
"assitent"	"assistent"
"astfalt"	"asfalt"
"astonaut"	"astronaut"
"astrinaut"	"astronaut"
"astrnaut"	"astronaut"
"astrnom"	"astronom"
"astrnomi"	"astronomi"
"astro fysiker"	"astrofysiker"
"astro fysikk"	"astrofysikk"
"astroaut"	"astronaut"
"astrof"	"astrofysikk"
"astrofy"	"astrofysiker"
"astrofysik"	"astrofysikk"
"astrofysikker"	"astrofysiker"
"astrolo"	"astrologi"
"astromaut"	"astronaut"
"astromi"	"astronomi"
"astromoni"	"astronomi"
"astrona"	"astronaut"
"astronait"	"astronaut"
"astronat"	"astronaut"
"astronau"	"astronaut"
"astronimi"	"astronomi"
"astronomiker"	"astronom"
"astronut"	"astronaut"
"astronøt"	"astronaut"
"astronøut"	"astronaut"
"astrunaut"	"astronaut"
"asvalt"	"asfalt"
"asvaltør"	"asfaltør"
"asvokat"	"advokat"
"asylmotak"	"asylmottak"
"atferd analyse"	"atferdsanalyse"
"atferdpsykologi"	"atferdspsykologi"
"atferdvitenskap"	"atferdsvitenskap"
"atføringskonsulent"	"attføringskonsulent"
"atist"	"artist"
"atkitekt"	"arkitekt"
"atomasjon"	"automasjon"
"atomatiker"	"automatiker"
"atrolog"	"astrolog"
"atrologi"	"astrologi"
"atronaut"	"astronaut"
"atronom"	"astronom"
"atronomi"	"astronomi"
"atudie"	"studie"
"atvokat"	"advokat"
"au papir"	"au pair"
"audigraf"	"audiograf"
"audilogi"	"audiologi"
"audio ingeniør"	"audioingeniør"
"audiogra"	"audiograf"
"audograf"	"audiograf"
"audologi"	"audiologi"
"auge lege"	"øyelege"
"augelege"	"øyelege"
"austonaut"	"astronaut"
"austronaut"	"astronaut"
"austronauy"	"astronaut"
"austronom"	"astronomi"
"autamasjon"	"automasjon"
"autimasjon"	"automasjon"
"autimatiker"	"automatiker"
"autmasjon"	"automasjon"
"autmatiker"	"automatiker"
"autmatisering"	"automatisering"
"auto cad"	"autocad"
"automa"	"automasjon"
"automajon"	"automasjon"
"automariker"	"automatiker"
"automasering"	"automatisering"
"automaseringsfaget"	"automatiseringsfaget"
"automasj"	"automasjon"
"automasjo"	"automasjon"
"automasjom"	"automasjon"
"automasjon"	"automasjon"
"automasjon ingenør"	"automasjonsingeniør"
"automasjon vg2"	"design Vg1"
"automasjoningenør"	"automasjonsingeniør"
"automasjonmekaniker"	"automasjonsmekaniker"
"automasjons ingenør"	"automasjonsingeniør"
"automasjons inginør"	"automasjonsingeniør"
"automasjons mekaniker"	"automasjonsmekaniker"
"automasjons teknikker"	"automasjonstekniker"
"automasjonsingenør"	"automasjonsingeniør"
"automasjonsteknikker"	"automasjonstekniker"
"automason"	"automasjon"
"automatik"	"automatikk"
"automatikee"	"automatiker"
"automatiker ingenør"	"automasjonsingeniør"
"automatikere"	"automatiker"
"automatikeringeniør"	"automasjonsingeniør"
"automatikk ingeniør"	"automasjonsingeniør"
"automatikker"	"automatiker"
"automatikkmekanikker"	"automatikkmekaniker"
"automatikmekaniker"	"automatikkmekaniker"
"automatikr"	"automatiker"
"automatikrr"	"automatiker"
"automatikwe"	"automatiker"
"automatikwr"	"automatiker"
"automatiler"	"automatiker"
"automatiner"	"automatiker"
"automatiser"	"automatiker"
"automatiserin"	"automatisering"
"automatisering ingeniør"	"automasjonsingeniør"
"automatisering vg2"	"design og håndverk Vg1"
"automatiseringfaget"	"automatiseringsfaget"
"automatiseringingeniør"	"automasjonsingeniør"
"automatiserings ingeniør"	"automasjonsingeniør"
"automatiseringsingenør"	"automasjonsingeniør"
"automatisjon"	"automasjon"
"automatisker"	"automatiker"
"automatsjon"	"automasjon"
"automattekniker"	"automatiker"
"automatør"	"automatiker"
"automqtiker"	"automatiker"
"automsjon"	"automasjon"
"automstiker"	"automatiker"
"automtiker"	"automatiker"
"autonatiker"	"automatiker"
"autoriasjon"	"autorisasjon"
"autoriser regnskapsfører"	"autorisert regnskapsfører"
"avdelignsleder"	"avdelingsleder"
"avdeling leder"	"avdelingsleder"
"avdelingleder"	"avdelingsleder"
"avdelings ingeniør"	"avdelingsingeniør"
"avdelings leder"	"avdelingsleder"
"avdelings sykepleier"	"avdelingssykepleier"
"avdelingsjef"	"avdelingssjef"
"avdelingslede"	"avdelingsleder"
"avdelingsleiar"	"avdelingsleder"
"avdelingsykepleier"	"avdelingssykepleier"
"avdokat"	"advokat"
"avdvokat"	"advokat"
"avfallstømmer"	"avfallstømmer"
"avgangsfag"	"drama Vg1"
"avijoniker"	"avioniker"
"aviniker"	"avioniker"
"avinor"	"Avinor"
"avinoriker"	"avioniker"
"avioner"	"avioniker"
"avionik"	"avionikk"
"avionikee"	"avioniker"
"avionikker"	"avioniker"
"avioniler"	"avioniker"
"avioniner"	"avioniker"
"avionker"	"avioniker"
"avoiniker"	"avioniker"
"avokad"	"advokat"
"avokat"	"advokat"
"avokatsekretær"	"advokatsekretær"
"avoniker"	"avioniker"
"aykepleier"	"sykepleier"
"bacheler"	"bachelor"
"bachelo"	"bachelor"
"bachelor i sykepleie"	"sykepleie bachelor"
"bachelor sykepleie"	"sykepleie bachelor"
"bachelor sykepleier"	"sykepleie bachelor"
"bachleor"	"bachelor"
"bachler"	"bachelor"
"bachlor"	"bachelor"
"bachlor i engelsk"	"bachelor i engelsk"
"bachlor i pedagogikk"	"bachelor i pedagogikk"
"bachlor i psykologi"	"bachelor i psykologi"
"bachlor psykologi"	"bachelor i psykologi"
"badevak"	"badevakt"
"badevert"	"badevert"
"baenehagelærer"	"barnehagelærer"
"bagasje stuer"	"bagasjestuer"
"baggasje"	"bagasje"
"baggasjestuer"	"bagasjestuer"
"bakemester"	"bakermester"
"bakere"	"baker"
"bakeriarbeider"	"bakeriarbeider"
"bakkemanskap"	"bakkemannskap"
"bakkepersonale"	"bakkepersonell"
"bakkeri"	"bakeri"
"balettdanser"	"ballettdanser"
"ballet danser"	"ballettdanser"
"balletdanser"	"ballettdanser"
"bamk"	"bank"
"banehage"	"barnehage"
"banehagelærer"	"barnehagelærer"
"banemotør"	"banemontør"
"banemønter"	"banemontør"
"banemøntør"	"banemontør"
"banevern"	"barnevern"
"banevernspedagog"	"barnevernspedagog"
"bank ansatt"	"bankansatt"
"bank raner"	"bankraner"
"bank rådgiver"	"bankrådgiver"
"bank sjef"	"banksjef"
"bank sjeff"	"banksjef"
"bank skjef"	"banksjef"
"bankarbeider"	"butikkarbeider"
"bankfunkjonær"	"bankfunksjonær"
"bankfunksjoner"	"bankfunksjonær"
"bankfunsjonær"	"bankfunksjonær"
"bankfusjonær"	"bankfunksjonær"
"bankman"	"bankmann"
"bankmedarbeider"	"butikkmedarbeider"
"bankskjef"	"banksjef"
"bannkonstabel"	"brannkonstabel"
"bannmann"	"brannmann"
"banrehagelærer"	"barnehagelærer"
"banrepleier"	"barnepleier"
"banrhagelærer"	"barnehagelærer"
"barbehagelærer"	"barnehagelærer"
"barbevernspedagog"	"barnevernspedagog"
"bardufoss vgs"	"elektro Vg1"
"bare og ungdoms arbeider"	"barne- og ungdomsarbeider"
"bare og ungdomsarbeider"	"barne- og ungdomsarbeider"
"barehage"	"barnehage"
"barehage lærer"	"barnehagelærer"
"barelege"	"barnelege"
"baren og ungdomsarbeider"	"barne- og ungdomsarbeider"
"barenehage"	"barnehage"
"barenevernspedagog"	"barnevernspedagog"
"barenhage"	"barnehage"
"barenhageassistent"	"barnehageassistent"
"barenhagelærer"	"barnehagelærer"
"barenlege"	"barnelege"
"barenvern"	"barnevern"
"barenvernspedagog"	"barnevernspedagog"
"baresykepleier"	"barnesykepleier"
"barevern"	"barnevern"
"barevernspedagog"	"barnevernspedagog"
"barist"	"barista"
"barmehage"	"barnehage"
"barmehagelærer"	"barnehagelærer"
"barn ig ungdomsarbeider"	"barne- og ungdomsarbeider"
"barn lege"	"barnelege"
"barn og undom"	"barn og ungdom"
"barn og undomsarbeider"	"barne- og ungdomsarbeider"
"barn og ungd"	"barn og ungdom"
"barn og ungdo"	"barn og ungdom"
"barn og ungdom"	"barn og ungdom"
"barn og ungdom arbeider"	"barne- og ungdomsarbeider"
"barn og ungdomarbeid"	"barne- og ungdomsarbeider"
"barn og ungdomarbeider"	"barne- og ungdomsarbeider"
"barn og ungdomm"	"barn og ungdom"
"barn og ungdommedarbeider"	"barne- og ungdomsarbeider"
"barn og ungdomms"	"barne- og ungdomsarbeider"
"barn og ungdomms arbeider"	"barne- og ungdomsarbeider"
"barn og ungdommsarbeider"	"barne- og ungdomsarbeider"
"barn og ungdoms"	"barne- og ungdomsarbeider"
"barn og ungdoms arbeidar"	"barne- og ungdomsarbeider"
"barn og ungdoms arbeider"	"barne- og ungdomsarbeider"
"barn og ungdoms psykolog"	"barne- og ungdomspsykolog"
"barn og ungdomsarbeidar"	"barne- og ungdomsarbeider"
"barn og ungdomsarbeidee"	"barne- og ungdomsarbeider"
"barn og ungdomsarbeider"	"barne- og ungdomsarbeider"
"barn og ungdomsarbeidwr"	"barne- og ungdomsarbeider"
"barn og ungdomsarbieder"	"barne- og ungdomsarbeider"
"barn og ungdomsrbeider"	"barne- og ungdomsarbeider"
"barn og ungdomssarbeider"	"barne- og ungdomsarbeider"
"barn og ungsomsarbeider"	"barne- og ungdomsarbeider"
"barna og ungdomsarbeid"	"barne- og ungdomsarbeid"
"barna og ungdomsarbeider"	"barne- og ungdomsarbeider"
"barnahage lærer"	"barnehagelærer"
"barnahagelære"	"barnehagelærer"
"barnahagen"	"barnehage"
"barnahagen lærer"	"barnehagelærer"
"barnahagenlærer"	"barnehagelærer"
"barnalege"	"barnelege"
"barnapleier"	"barnepleier"
"barnarbeider"	"barnearbeider"
"barnavern"	"barnevern"
"barne arbeider"	"barnearbeider"
"barne hage"	"barnehage"
"barne hagen"	"barnehage"
"barne ig ungdomsarbeider"	"barne- og ungdomsarbeider"
"barne og"	"barne- og ungdomsarbeider"
"barne og ubgdomsarbeider"	"barne- og ungdomsarbeider"
"barne og undom"	"barne- og ungdomsarbeider"
"barne og undoms"	"barne- og ungdomsarbeider"
"barne og undomsarbeider"	"barne- og ungdomsarbeider"
"barne og ungdom"	"barne- og ungdomsarbeider"
"barne og ungdom arbeider"	"barne- og ungdomsarbeider"
"barne og ungdom medarbeider"	"barne- og ungdomsarbeider"
"barne og ungdom psykolog"	"barne- og ungdomspsykolog"
"barne og ungdomarbeider"	"barne- og ungdomsarbeider"
"barne og ungdomms arbeider"	"barne- og ungdomsarbeider"
"barne og ungdommsarbeider"	"barne- og ungdomsarbeider"
"barne og ungdoms"	"barne- og ungdomsarbeider"
"barne og ungdoms arbeider"	"barne- og ungdomsarbeider"
"barne og ungdoms lege"	"barne- og ungdomslege"
"barne og ungdoms psykiater"	"barne- og ungdomspsykiater"
"barne og ungdoms psykolog"	"barne- og ungdomspsykolog"
"barne og ungdomsarbeidar"	"barne- og ungdomsarbeider"
"barne og ungdomsarbeidee"	"barne- og ungdomsarbeider"
"barne og ungdomsarbeider"	"barne- og ungdomsarbeider"
"barne og ungdomsarbeider faget"	"barne- og ungdomsarbeiderfag"
"barne og ungdomsarbieder"	"barne- og ungdomsarbeider"
"barne og ungdomserbeider"	"barne- og ungdomsarbeider"
"barne og ungdomspedagog"	"barne- og ungdomspedagog"
"barne og ungdomspsykiater"	"barne- og ungdomspsykiater"
"barne og ungdomssarbeider"	"barne- og ungdomsarbeider"
"barne og ungdsomarbeider"	"barne- og ungdomsarbeider"
"barne og ungdsomsarbeider"	"barne- og ungdomsarbeider"
"barne og ungdumsarbeider"	"barne- og ungdomsarbeider"
"barne og ungomsarbeider"	"barne- og ungdomsarbeider"
"barne og ungsomsarbeider"	"barne- og ungdomsarbeider"
"barne pedagog"	"barnepedagog"
"barne pg ungdomsarbeider"	"barne- og ungdomsarbeider"
"barne pshykolog"	"barnepsykolog"
"barne psykiater"	"barnepsykiater"
"barne psykolog"	"barnepsykolog"
"barne pyskolog"	"barnepsykolog"
"barne sjukepleier"	"barnesykepleier"
"barne skole lærer"	"barneskolelærer"
"barne sykepleie"	"barnesykepleie"
"barne sykolog"	"barnepsykolog"
"barne tannlege"	"barnetannlege"
"barne ungdom arbeider"	"barne- og ungdomsarbeider"
"barne ungdomarbeider"	"barne- og ungdomsarbeider"
"barne- og undomsarbeider"	"barne- og ungdomsarbeider"
"barneagelærer"	"barnehagelærer"
"barnebarns pedagog"	"barnevernspedagog"
"barnebern"	"barnevern"
"barnebernspedagog"	"barnevernspedagog"
"barnefagarbeider"	"barnehagearbeider"
"barnegage"	"barnehage"
"barnegageassistent"	"barnehageassistent"
"barnegagelærer"	"barnehagelærer"
"barnegahe"	"barnehage"
"barnehadelærer"	"barnehagelærer"
"barnehafe"	"barnehage"
"barnehafelærer"	"barnehagelærer"
"barnehage ansatt"	"barnehageansatt"
"barnehage asistant"	"barnehageassistent"
"barnehage asistent"	"barnehageassistent"
"barnehage assistant"	"barnehageassistent"
"barnehage assisten"	"barnehageassistent"
"barnehage ledelse"	"barnehageledelse"
"barnehage lerer"	"barnehagelærer"
"barnehage lære"	"barnehagelærer"
"barnehage lærer lønn"	"barnehagelærer lønn"
"barnehage lærere"	"barnehagelærere"
"barnehage lører"	"barnehagelærer"
"barnehage medarbeider"	"barnehagemedarbeider"
"barnehage onkel"	"barnehageonkel"
"barnehage pedagogikk"	"barnehagepedagogikk"
"barnehage pedleder"	"barnehage pedleder"
"barnehage tante"	"barnehagetante"
"barnehage- eller skolefritidsassistent"	"barnehage- og skole fritidsassistent"
"barnehage- og skolefritidsassistenter"	"barnehage- og skole fritidsassistent"
"barnehagea"	"barnehage"
"barnehagearbeidee"	"barnehagearbeider"
"barnehageasisstent"	"barnehageassistent"
"barnehageasistant"	"barnehageassistent"
"barnehageasistent"	"barnehageassistent"
"barnehageassi"	"barnehageassistent"
"barnehageassisstent"	"barnehageassistent"
"barnehageassistant"	"barnehageassistent"
"barnehageassisten"	"barnehageassistent"
"barnehageassitent"	"barnehageassistent"
"barnehagebestyrer"	"barnehagestyrer"
"barnehagekærer"	"barnehagelærer"
"barnehagel"	"barnehagelærer"
"barnehagel rer"	"barnehagelærer"
"barnehagelarer"	"barnehagelærer"
"barnehagelerer"	"barnehagelærer"
"barnehagelæ"	"barnehagelærer"
"barnehagelæer"	"barnehagelærer"
"barnehagelær"	"barnehagelærer"
"barnehagelære"	"barnehagelærer"
"barnehagelæree"	"barnehagelærer"
"barnehagelæref"	"barnehagelærer"
"barnehagelærer oslomet"	"barnehagelærer Oslomet"
"barnehagelærerassistent"	"barnehageassistent"
"barnehagelærerlønn"	"barnehagelærer lønn"
"barnehagelæret"	"barnehagelærer"
"barnehagelærr"	"barnehagelærer"
"barnehagelærrr"	"barnehagelærer"
"barnehagelærwr"	"barnehagelærer"
"barnehageløfter"	"barnehageløftet"
"barnehagelører"	"barnehagelærer"
"barnehagen"	"barnehage"
"barnehagen assistent"	"barnehageassistent"
"barnehagenassistent"	"barnehageassistent"
"barnehagenlære"	"barnehagelærer"
"barnehagenlærer"	"barnehagelærer"
"barnehagepasser"	"barnehagepasser"
"barnehagepeda"	"barnehagepedagog"
"barnehagepedag"	"barnehagepedagog"
"barnehagepedago"	"barnehagepedagog"
"barnehagepedagod"	"barnehagepedagog"
"barnehagepedagogik"	"barnehagepedagogikk"
"barnehageærer"	"barnehagelærer"
"barnehagge"	"barnehage"
"barnehaglærer"	"barnehagelærer"
"barnehagr"	"barnehag"
"barnehagrlærer"	"barnehagelærer"
"barnehagw"	"barnehage"
"barnehahe"	"barnehage"
"barnehahelærer"	"barnehagelærer"
"barnehavelærer"	"barnehagelærer"
"barnehege"	"barnehage"
"barnehgae"	"barnehage"
"barnehgaelærer"	"barnehagelærer"
"barnehge"	"barnehage"
"barnehgelærer"	"barnehagelærer"
"barnehsgelærer"	"barnehagelærer"
"barnekreftlege"	"barnekreftlege"
"barnele"	"barnelege"
"barnelee"	"barnelege"
"barneleger"	"barnelege"
"barnelge"	"barnelege"
"barnemedarbeider"	"barnemedarbeider"
"barnemisshandler"	"barnemishandler"
"barneog ungdomsarbeider"	"barne- og ungdomsarbeider"
"barneogungdomsarbeider"	"barne- og ungdomsarbeider"
"barneortoped"	"barneortoped"
"barnepedogog"	"barnepedagog"
"barnepleiar"	"barnepleier"
"barnepleir"	"barnepleier"
"barnepleoer"	"barnepleier"
"barneplier"	"barnepleier"
"barnervern"	"barnevern"
"barnesjukepleie"	"barnesykepleie"
"barnesjukepleier"	"barnesykepleier"
"barnesk"	"barneskole"
"barneskol"	"barneskole"
"barneskulelærer"	"barneskolelærer"
"barnesosiolog"	"barnesosiolog"
"barnesykepelier"	"barnesykepleier"
"barnesykeplei"	"barnesykepleie"
"barnesykepleiere"	"barnesykepleier"
"barnesykepleir"	"barnesykepleier"
"barnesykeplerier"	"barnesykepleier"
"barnesykeplier"	"barnesykepleier"
"barnesykolog"	"barnepsykolog"
"barneundomsarbeider"	"barne- og ungdomsarbeider"
"barneungdom"	"barne- og ungdomsarbeider"
"barneungdom arbeider"	"barne- og ungdomsarbeider"
"barneungdomarbeider"	"barne- og ungdomsarbeider"
"barneungdomsarbeider"	"barne- og ungdomsarbeider"
"barneva"	"barnevakt"
"barnevan"	"barnevern"
"barnevarne"	"barnevern"
"barneveen"	"barnevern"
"barneven"	"barnevern"
"barnevenspedagog"	"barnevernspedagog"
"barnever"	"barnevern"
"barneverb"	"barnevern"
"barneveren"	"barnevern"
"barneverm"	"barnevern"
"barnevern institusjon"	"barnevernsinstitusjon"
"barnevern konsulent"	"barnevernkonsulent"
"barnevern pedagog"	"barnevernspedagog"
"barnevern pedagogikk"	"barnevernspedagogikk"
"barnevern- eller familievernmedarbeider"	"barnevern- eller familievernmedarbeider"
"barneverndpedagog"	"barnevernspedagog"
"barneverne"	"barnevern"
"barnevernepedagog"	"barnevernpedagog"
"barneverner"	"barnevern"
"barnevernespedagog"	"barnevernspedagog"
"barnevernet"	"barnevern"
"barnevernet pedagog"	"barnevernspedagog"
"barnevernoedagog"	"barnevernspedagog"
"barnevernpeda"	"barnevernspedagog"
"barnevernpedagogikk"	"barnevernspedagogikk"
"barnevernpedogog"	"barnevernpedagog"
"barneverns arbeider"	"barnevernsarbeider"
"barneverns pedagogikk"	"barnevernspedagogikk"
"barnevernsbedagog"	"barnevernspedagog"
"barnevernsfullmektig"	"barnevernsfullmektig"
"barnevernsinstutisjon"	"barnevernsinstitusjon"
"barnevernskonsulent"	"barnevernkonsulent"
"barnevernsleder"	"barnevernleder"
"barnevernsoedagog"	"barnevernspedagog"
"barnevernsp"	"barnevernspedagog"
"barnevernspadagog"	"barnevernspedagog"
"barnevernspe"	"barnevernspedagog"
"barnevernspedadog"	"barnevernspedagog"
"barnevernspedag"	"barnevernspedagog"
"barnevernspedagg"	"barnevernspedagog"
"barnevernspedago"	"barnevernspedagog"
"barnevernspedagod"	"barnevernspedagog"
"barnevernspedagof"	"barnevernspedagog"
"barnevernspedagogo"	"barnevernspedagog"
"barnevernspedagoh"	"barnevernspedagog"
"barnevernspedagpg"	"barnevernspedagog"
"barnevernspedaog"	"barnevernspedagog"
"barnevernspedgog"	"barnevernspedagog"
"barnevernspedsgog"	"barnevernspedagog"
"barnevernspsykolog"	"barnevernspsykolog"
"barnevernsterapaut"	"barnevernsterapeut"
"barneverpedagog"	"barnevernpedagog"
"barnevers"	"barnevern"
"barneversnpedagog"	"barnevernspedagog"
"barneverspedagog"	"barnevernspedagog"
"barnevrn"	"barnevern"
"barnevæ"	"barnevern"
"barnevær"	"barnevern"
"barneværn"	"barnevern"
"barneværne"	"barnevern"
"barneværnpedagog"	"barnevernpedagog"
"barneværns"	"barnevern"
"barneværns pedagog"	"barnevernspedagog"
"barneværspedagog"	"barnevernspedagog"
"barnhage"	"barnehage"
"barnhage lærer"	"barnehagelærer"
"barnhageassistent"	"barnehageassistent"
"barnhagelærer"	"barnehagelærer"
"barnlege"	"barnelege"
"barnog ungdom"	"barn og ungdom"
"barnpleie"	"barnepleie"
"barnpleier"	"barnepleier"
"barnpsykolog"	"barnepsykolog"
"barnrhage"	"barnehage"
"barnrhagelærer"	"barnehagelærer"
"barnskole"	"barneskole"
"barnskolelærer"	"barneskolelærer"
"barnsykepleie"	"barnesykepleie"
"barnsykepleier"	"barnesykepleier"
"barnungdomarbeider"	"barne- og ungdomsarbeider"
"barnungdomsarbeider"	"barne- og ungdomsarbeider"
"barnvern"	"barnevern"
"barrista"	"barista"
"barsel pleie"	"barselpleie"
"barselsykepleier"	"barselsykepleier"
"bartend"	"bartender"
"bartende"	"bartender"
"bartrender"	"bartender"
"barvernspedagog"	"barnevernspedagog"
"base operatør"	"baseoperatør"
"basekoordinator sfo"	"basekoordinator SFO"
"baseopperatør"	"baseoperatør"
"basket spiller"	"basketspiller"
"basketball trener"	"basketballtrener"
"batchelor"	"bachelor"
"batchler"	"bachelor"
"batchlor"	"bachelor"
"batnehagelærer"	"barnehagelærer"
"baush"	"bausch"
"bausj"	"baosj"
"beannmann"	"brannmann"
"bechelor"	"bachelor"
"bechler"	"bachelor"
"bedrifssykepleier"	"bedriftssykepleier"
"bedrifsøkonomi"	"bedriftsøkonomi"
"bedrift sykepleier"	"bedriftssykepleier"
"bedrift økonomi"	"bedriftsøkonomi"
"bedriftadvokat"	"bedriftsadvokat"
"bedrifteier"	"bedriftseier"
"bedrifthelsetjeneste"	"bedriftshelsetjeneste"
"bedriftledelse"	"bedriftsledelse"
"bedriftleder"	"bedriftsleder"
"bedriftleiar"	"bedriftsleder"
"bedriftpsykolog"	"bedriftspsykolog"
"bedriftpsykologi"	"bedriftspsykologi"
"bedriftrådgiver"	"bedriftsrådgiver"
"bedrifts advokat"	"bedriftsadvokat"
"bedrifts eier"	"bedriftseier"
"bedrifts leder"	"bedriftsleder"
"bedriftselger"	"bedriftsselger"
"bedriftside"	"bedriftsside"
"bedriftsjurist"	"bedriftsjurist"
"bedriftsjus"	"bedriftsjuss"
"bedriftsledere"	"bedriftsleder"
"bedriftssykologi"	"bedriftspsykologi"
"bedriftsøknomi"	"bedriftsøkonomi"
"bedriftutvikler"	"bedriftsutvikler"
"bedriftøkonomi"	"bedriftsøkonomi"
"befalskole"	"befalsskole"
"begen"	"Bergen"
"begravelse agent"	"begravelsesagent"
"begravelseagent"	"begravelsesagent"
"begravelsebyrå"	"begravelsesbyrå"
"begravelses agent"	"begravelsesagent"
"begravelsesbyråagent"	"begravelsesbyråagent"
"bemannings konsulent"	"bemanningskonsulent"
"bemmaning"	"bemanning"
"bensi"	"bensin"
"bensin stasjon"	"bensinstasjon"
"bensinstajon"	"bensinstasjon"
"bensinstajson"	"bensinstasjon"
"bensinstasjo"	"bensinstasjon"
"bensinstasjonsarbeider"	"bensinstasjonsarbeider"
"bensinstation"	"bensinstasjon"
"beredska"	"beredskap"
"beredskap og krisehåntering"	"beredskap og krisehåndtering"
"beredskaphjem"	"beredskapshjem"
"beredskaptroppen"	"beredskapstroppen"
"berg sprenger"	"bergsprenger"
"bergeb"	"Bergen"
"bergen kommune"	"Bergen kommune"
"bergning"	"beregning"
"bergnings"	"berging"
"bergningsbil"	"bergingsbil"
"bergspregning"	"bergsprengning"
"bernehage"	"barnehage"
"bernehagelærer"	"barnehagelærer"
"bernevernspedagog"	"barnevernspedagog"
